LMODE NFREQ       PERIOD(S)     FREQUENCY(Hz)           C(KM/S)
    4    69    2.723404255       0.3671875000        4.475312249    
    4    70    2.737967914       0.3652343750        4.482360857    
    4    71    2.752688172       0.3632812500        4.489254273    
    4    72    2.767567568       0.3613281250        4.495947163    
    4    73    2.782608696       0.3593750000        4.502385523    
    4    74    2.797814208       0.3574218750        4.508506324    
    4    75    2.813186813       0.3554687500        4.514238925    
    4    76    2.828729282       0.3535156250        4.519509809    
    4    77    2.844444444       0.3515625000        4.524252083    
    4    78    2.860335196       0.3496093750        4.528419201    
    4    79    2.876404494       0.3476562500        4.531998389    
    4    80    2.892655367       0.3457031250        4.535016306    
    4    81    2.909090909       0.3437500000        4.537532596    
    4    82    2.925714286       0.3417968750        4.539624858    
    4    83    2.942528736       0.3398437500        4.541373137    
    4    84    2.959537572       0.3378906250        4.542849635    
    4    85    2.976744186       0.3359375000        4.544114419    
    4    86    2.994152047       0.3339843750        4.545215173    
    4    87    3.011764706       0.3320312500        4.546188842    
    4    88    3.029585799       0.3300781250        4.547063766    
    4    89    3.047619048       0.3281250000        4.547861680    
    4    90    3.065868263       0.3261718750        4.548599343    
    4    91    3.084337349       0.3242187500        4.549289803    
    4    92    3.103030303       0.3222656250        4.549943344    
    4    93    3.121951220       0.3203125000        4.550568186    
    4    94    3.141104294       0.3183593750        4.551171008    
    4    95    3.160493827       0.3164062500        4.551757336    
    4    96    3.180124224       0.3144531250        4.552331831    
    4    97    3.200000000       0.3125000000        4.552898515    
    4    98    3.220125786       0.3105468750        4.553460940    
    4    99    3.240506329       0.3085937500        4.554022334    
    4   100    3.261146497       0.3066406250        4.554585706    
    4   101    3.282051282       0.3046875000        4.555153954    
    4   102    3.303225806       0.3027343750        4.555729945    
    4   103    3.324675325       0.3007812500        4.556316608    
    4   104    3.346405229       0.2988281250        4.556917016    
    4   105    3.368421053       0.2968750000        4.557534478    
    4   106    3.390728477       0.2949218750        4.558172643    
    4   107    3.413333333       0.2929687500        4.558835617    
    4   108    3.436241611       0.2910156250        4.559528107    
    4   109    3.459459459       0.2890625000        4.560255590    
    4   110    3.482993197       0.2871093750        4.561024520    
    4   111    3.506849315       0.2851562500        4.561842589    
    4   112    3.531034483       0.2832031250        4.562719033    
    4   113    3.555555556       0.2812500000        4.563664995    
    4   114    3.580419580       0.2792968750        4.564693936    
    4   115    3.605633803       0.2773437500        4.565822041    
    4   116    3.631205674       0.2753906250        4.567068516    
    4   117    3.657142857       0.2734375000        4.568455563    
    4   118    3.683453237       0.2714843750        4.570007624    
    4   119    3.710144928       0.2695312500        4.571749271    
    4   120    3.737226277       0.2675781250        4.573700967    
    4   121    3.764705882       0.2656250000        4.575872257    
    4   122    3.792592593       0.2636718750        4.578253186    
    4   123    3.820895522       0.2617187500        4.580807113    
    4   124    3.849624060       0.2597656250        4.583469906    
    4   125    3.878787879       0.2578125000        4.586159018    
    4   126    3.908396947       0.2558593750        4.588790393    
    4   127    3.938461538       0.2539062500        4.591295685    
    4   128    3.968992248       0.2519531250        4.593632296    
    4   129    4.000000000       0.2500000000        4.595783945    
    4   130    4.031496063       0.2480468750        4.597754684    
    4   131    4.063492063       0.2460937500        4.599560925    
    4   132    4.096000000       0.2441406250        4.601224629    
    4   133    4.129032258       0.2421875000        4.602768775    
    4   134    4.162601626       0.2402343750        4.604214881    
    4   135    4.196721311       0.2382812500        4.605581956    
    4   136    4.231404959       0.2363281250        4.606886275    
    4   137    4.266666667       0.2343750000        4.608141554    
    4   138    4.302521008       0.2324218750        4.609359292    
    4   139    4.338983051       0.2304687500        4.610549146    
    4   140    4.376068376       0.2285156250        4.611719278    
    4   141    4.413793103       0.2265625000        4.612876665    
    4   142    4.452173913       0.2246093750        4.614027357    
    4   143    4.491228070       0.2226562500        4.615176690    
    4   144    4.530973451       0.2207031250        4.616329465    
    4   145    4.571428571       0.2187500000        4.617490095    
    4   146    4.612612613       0.2167968750        4.618662734    
    4   147    4.654545455       0.2148437500        4.619851388    
    4   148    4.697247706       0.2128906250        4.621060012    
    4   149    4.740740741       0.2109375000        4.622292601    
    4   150    4.785046729       0.2089843750        4.623553286    
    4   151    4.830188679       0.2070312500        4.624846412    
    4   152    4.876190476       0.2050781250        4.626176641    
    4   153    4.923076923       0.2031250000        4.627549039    
    4   154    4.970873786       0.2011718750        4.628969183    
    4   155    5.019607843       0.1992187500        4.630443265    
    4   156    5.069306931       0.1972656250        4.631978210    
    4   157    5.120000000       0.1953125000        4.633581781    
    4   158    5.171717172       0.1933593750        4.635262685    
    4   159    5.224489796       0.1914062500        4.637030646    
    4   160    5.278350515       0.1894531250        4.638896421    
    4   161    5.333333333       0.1875000000        4.640871716    
    4   162    5.389473684       0.1855468750        4.642968945    
    4   163    5.446808511       0.1835937500        4.645200745    
    4   164    5.505376344       0.1816406250        4.647579175    
    4   165    5.565217391       0.1796875000        4.650114532    
    4   166    5.626373626       0.1777343750        4.652813830    
    4   167    5.688888889       0.1757812500        4.655679092    
    4   168    5.752808989       0.1738281250        4.658705844    
    4   169    5.818181818       0.1718750000        4.661882324    
    4   170    5.885057471       0.1699218750        4.665189901    
    4   171    5.953488372       0.1679687500        4.668604887    
    4   172    6.023529412       0.1660156250        4.672101438    
    4   173    6.095238095       0.1640625000        4.675654792    
    4   174    6.168674699       0.1621093750        4.679244018    
    4   175    6.243902439       0.1601562500        4.682853708    
    4   176    6.320987654       0.1582031250        4.686474502    
    4   177    6.400000000       0.1562500000        4.690102685    
    4   178    6.481012658       0.1542968750        4.693739239    
    4   179    6.564102564       0.1523437500        4.697388734    
    4   180    6.649350649       0.1503906250        4.701058266    
    4   181    6.736842105       0.1484375000        4.704756598    
    4   182    6.826666667       0.1464843750        4.708493509    
    4   183    6.918918919       0.1445312500        4.712279353    
    4   184    7.013698630       0.1425781250        4.716124776    
    4   185    7.111111111       0.1406250000        4.720040568    
    4   186    7.211267606       0.1386718750        4.724037592    
    4   187    7.314285714       0.1367187500        4.728126786    
    4   188    7.420289855       0.1347656250        4.732319200    
    4   189    7.529411765       0.1328125000        4.736626068    
    4   190    7.641791045       0.1308593750        4.741058894    
    4   191    7.757575758       0.1289062500        4.745629551    
    4   192    7.876923077       0.1269531250        4.750350396    
    4   193    8.000000000       0.1250000000        4.755234384    
    4   194    8.126984127       0.1230468750        4.760295191    
    4   195    8.258064516       0.1210937500        4.765547343    
    4   196    8.393442623       0.1191406250        4.771006345    
    4   197    8.533333333       0.1171875000        4.776688798    
    4   198    8.677966102       0.1152343750        4.782612529    
    4   199    8.827586207       0.1132812500        4.788796686    
    4   200    8.982456140       0.1113281250        4.795261823    
    4   201    9.142857143       0.1093750000        4.802029947    
    4   202    9.309090909       0.1074218750        4.809124510    
    4   203    9.481481481       0.1054687500        4.816570350    
    4   204    9.660377358       0.1035156250        4.824393529    
    4   205    9.846153846       0.1015625000        4.832621095    
    4   206    10.03921569       0.9960937500E-01    4.841280727    
    4   207    10.24000000       0.9765625000E-01    4.850400285    
    4   208    10.44897959       0.9570312500E-01    4.860007277    
    4   209    10.66666667       0.9375000000E-01    4.870128293    
    4   210    10.89361702       0.9179687500E-01    4.880788472    
    4   211    11.13043478       0.8984375000E-01    4.892011100    
    4   212    11.37777778       0.8789062500E-01    4.903817451    
    4   213    11.63636364       0.8593750000E-01    4.916226996    
    4   214    11.90697674       0.8398437500E-01    4.929258093    
    4   215    12.19047619       0.8203125000E-01    4.942929276    
    4   216    12.48780488       0.8007812500E-01    4.957261203    
    4   217    12.80000000       0.7812500000E-01    4.972279334    
    4   218    13.12820513       0.7617187500E-01    4.988017339    
    4   219    13.47368421       0.7421875000E-01    5.004521219    
    4   220    13.83783784       0.7226562500E-01    5.021854050    
    4   221    14.22222222       0.7031250000E-01    5.040101243    
    4   222    14.62857143       0.6835937500E-01    5.059376131    
    4   223    15.05882353       0.6640625000E-01    5.079825728    
    4   224    15.51515152       0.6445312500E-01    5.101636479    
    4   225    16.00000000       0.6250000000E-01    5.125039875    
    4   226    16.51612903       0.6054687500E-01    5.150317799    
    4   227    17.06666667       0.5859375000E-01    5.177807384    
    4   228    17.65517241       0.5664062500E-01    5.207904959    
    4   229    18.28571429       0.5468750000E-01    5.241068163    
    4   230    18.96296296       0.5273437500E-01    5.277814478    
    4   231    19.69230769       0.5078125000E-01    5.318712893    
    4   232    20.48000000       0.4882812500E-01    5.364363124    
    4   233    21.33333333       0.4687500000E-01    5.415353947    
    4   234    22.26086957       0.4492187500E-01    5.472191266    
    4   235    23.27272727       0.4296875000E-01    5.535195777    
    4   236    24.38095238       0.4101562500E-01    5.604408199    
    4   237    25.60000000       0.3906250000E-01    5.679624303    
    4   238    26.94736842       0.3710937500E-01    5.760761839    
    4   239    28.44444444       0.3515625000E-01    5.848650296    
    4   240    30.11764706       0.3320312500E-01    5.945954268    
    4   241    32.00000000       0.3125000000E-01    6.057703452    
    4   242    34.13333333       0.2929687500E-01    6.191077389    
    4   243    36.57142857       0.2734375000E-01    6.354272725    
    4   244    39.38461538       0.2539062500E-01    6.554468204    
    4   245    42.66666667       0.2343750000E-01    6.794862994    
    4   246    46.54545455       0.2148437500E-01    7.069914150    
    4   247    51.20000000       0.1953125000E-01    7.364757805    
    4   248    56.88888889       0.1757812500E-01    7.678938148    
    4   249    64.00000000       0.1562500000E-01    8.039969889    
    4   250    73.14285714       0.1367187500E-01    8.465560022    
    4   251    85.33333333       0.1171875000E-01    9.027407148    
    4   252    102.4000000       0.9765625000E-02    9.914357339    
    4   253    128.0000000       0.7812500000E-02    11.26629832    
    5     1    2.000000000       0.5000000000        4.331983833    
    5     2    2.007843137       0.4980468750        4.337547267    
    5     3    2.015748031       0.4960937500        4.343177428    
    5     4    2.023715415       0.4941406250        4.348874100    
    5     5    2.031746032       0.4921875000        4.354636898    
    5     6    2.039840637       0.4902343750        4.360465253    
    5     7    2.048000000       0.4882812500        4.366358389    
    5     8    2.056224900       0.4863281250        4.372315292    
    5     9    2.064516129       0.4843750000        4.378334685    
    5    10    2.072874494       0.4824218750        4.384414983    
    5    11    2.081300813       0.4804687500        4.390554258    
    5    12    2.089795918       0.4785156250        4.396750184    
    5    13    2.098360656       0.4765625000        4.402999983    
    5    14    2.106995885       0.4746093750        4.409300354    
    5    15    2.115702479       0.4726562500        4.415647394    
    5    16    2.124481328       0.4707031250        4.422036497    
    5    17    2.133333333       0.4687500000        4.428462240    
    5    18    2.142259414       0.4667968750        4.434918238    
    5    19    2.151260504       0.4648437500        4.441396967    
    5    20    2.160337553       0.4628906250        4.447889545    
    5    21    2.169491525       0.4609375000        4.454385457    
    5    22    2.178723404       0.4589843750        4.460872204    
    5    23    2.188034188       0.4570312500        4.467334853    
    5    24    2.197424893       0.4550781250        4.473755452    
    5    25    2.206896552       0.4531250000        4.480112267    
    5    26    2.216450216       0.4511718750        4.486378782    
    5    27    2.226086957       0.4492187500        4.492522397    
    5    28    2.235807860       0.4472656250        4.498502796    
    5    29    2.245614035       0.4453125000        4.504270040    
    5    30    2.255506608       0.4433593750        4.509762771    
    5    31    2.265486726       0.4414062500        4.514907591    
    5    32    2.275555556       0.4394531250        4.519621947    
    5    33    2.285714286       0.4375000000        4.523823975    
    5    34    2.295964126       0.4355468750        4.527451270    
    5    35    2.306306306       0.4335937500        4.530483125    
    5    36    2.316742081       0.4316406250        4.532951857    
    5    37    2.327272727       0.4296875000        4.534932716    
    5    38    2.337899543       0.4277343750        4.536519532    
    5    39    2.348623853       0.4257812500        4.537802548    
    5    40    2.359447005       0.4238281250        4.538857047    
    5    41    2.370370370       0.4218750000        4.539741127    
    5    42    2.381395349       0.4199218750        4.540497949    
    5    43    2.392523364       0.4179687500        4.541159120    
    5    44    2.403755869       0.4160156250        4.541747787    
    5    45    2.415094340       0.4140625000        4.542281040    
    5    46    2.426540284       0.4121093750        4.542771658    
    5    47    2.438095238       0.4101562500        4.543229348    
    5    48    2.449760766       0.4082031250        4.543661608    
    5    49    2.461538462       0.4062500000        4.544074341    
    5    50    2.473429952       0.4042968750        4.544472288    
    5    51    2.485436893       0.4023437500        4.544859338    
    5    52    2.497560976       0.4003906250        4.545238758    
    5    53    2.509803922       0.3984375000        4.545613368    
    5    54    2.522167488       0.3964843750        4.545985664    
    5    55    2.534653465       0.3945312500        4.546357932    
    5    56    2.547263682       0.3925781250        4.546732326    
    5    57    2.560000000       0.3906250000        4.547110950    
    5    58    2.572864322       0.3886718750        4.547495927    
    5    59    2.585858586       0.3867187500        4.547889466    
    5    60    2.598984772       0.3847656250        4.548293937    
    5    61    2.612244898       0.3828125000        4.548711951    
    5    62    2.625641026       0.3808593750        4.549146458    
    5    63    2.639175258       0.3789062500        4.549600860    
    5    64    2.652849741       0.3769531250        4.550079156    
    5    65    2.666666667       0.3750000000        4.550586121    
    5    66    2.680628272       0.3730468750        4.551127545    
    5    67    2.694736842       0.3710937500        4.551710534    
    5    68    2.708994709       0.3691406250        4.552343897    
    5    69    2.723404255       0.3671875000        4.553038647    
    5    70    2.737967914       0.3652343750        4.553808620    
    5    71    2.752688172       0.3632812500        4.554671193    
    5    72    2.767567568       0.3613281250        4.555648028    
    5    73    2.782608696       0.3593750000        4.556765588    
    5    74    2.797814208       0.3574218750        4.558054874    
    5    75    2.813186813       0.3554687500        4.559549385    
    5    76    2.828729282       0.3535156250        4.561279799    
    5    77    2.844444444       0.3515625000        4.563264180    
    5    78    2.860335196       0.3496093750        4.565494640    
    5    79    2.876404494       0.3476562500        4.567925726    
    5    80    2.892655367       0.3457031250        4.570472975    
    5    81    2.909090909       0.3437500000        4.573026719    
    5    82    2.925714286       0.3417968750        4.575476983    
    5    83    2.942528736       0.3398437500        4.577738144    
    5    84    2.959537572       0.3378906250        4.579762776    
    5    85    2.976744186       0.3359375000        4.581541131    
    5    86    2.994152047       0.3339843750        4.583090506    
    5    87    3.011764706       0.3320312500        4.584442039    
    5    88    3.029585799       0.3300781250        4.585630406    
    5    89    3.047619048       0.3281250000        4.586687929    
    5    90    3.065868263       0.3261718750        4.587642193    
    5    91    3.084337349       0.3242187500        4.588515683    
    5    92    3.103030303       0.3222656250        4.589326318    
    5    93    3.121951220       0.3203125000        4.590088265    
    5    94    3.141104294       0.3183593750        4.590812736    
    5    95    3.160493827       0.3164062500        4.591508662    
    5    96    3.180124224       0.3144531250        4.592183239    
    5    97    3.200000000       0.3125000000        4.592842350    
    5    98    3.220125786       0.3105468750        4.593490887    
    5    99    3.240506329       0.3085937500        4.594133001    
    5   100    3.261146497       0.3066406250        4.594772297    
    5   101    3.282051282       0.3046875000        4.595411982    
    5   102    3.303225806       0.3027343750        4.596054991    
    5   103    3.324675325       0.3007812500        4.596704089    
    5   104    3.346405229       0.2988281250        4.597361957    
    5   105    3.368421053       0.2968750000        4.598031280    
    5   106    3.390728477       0.2949218750        4.598714819    
    5   107    3.413333333       0.2929687500        4.599415493    
    5   108    3.436241611       0.2910156250        4.600136469    
    5   109    3.459459459       0.2890625000        4.600881252    
    5   110    3.482993197       0.2871093750        4.601653803    
    5   111    3.506849315       0.2851562500        4.602458669    
    5   112    3.531034483       0.2832031250        4.603301139    
    5   113    3.555555556       0.2812500000        4.604187439    
    5   114    3.580419580       0.2792968750        4.605124958    
    5   115    3.605633803       0.2773437500        4.606122510    
    5   116    3.631205674       0.2753906250        4.607190625    
    5   117    3.657142857       0.2734375000        4.608341841    
    5   118    3.683453237       0.2714843750        4.609590921    
    5   119    3.710144928       0.2695312500        4.610954863    
    5   120    3.737226277       0.2675781250        4.612452465    
    5   121    3.764705882       0.2656250000        4.614103053    
    5   122    3.792592593       0.2636718750        4.615923897    
    5   123    3.820895522       0.2617187500        4.617925916    
    5   124    3.849624060       0.2597656250        4.620107870    
    5   125    3.878787879       0.2578125000        4.622450457    
    5   126    3.908396947       0.2558593750        4.624913192    
    5   127    3.938461538       0.2539062500        4.627437187    
    5   128    3.968992248       0.2519531250        4.629954753    
    5   129    4.000000000       0.2500000000        4.632402755    
    5   130    4.031496063       0.2480468750        4.634734126    
    5   131    4.063492063       0.2460937500        4.636923167    
    5   132    4.096000000       0.2441406250        4.638964108    
    5   133    4.129032258       0.2421875000        4.640865626    
    5   134    4.162601626       0.2402343750        4.642644578    
    5   135    4.196721311       0.2382812500        4.644321010    
    5   136    4.231404959       0.2363281250        4.645914988    
    5   137    4.266666667       0.2343750000        4.647444978    
    5   138    4.302521008       0.2324218750        4.648927231    
    5   139    4.338983051       0.2304687500        4.650375741    
    5   140    4.376068376       0.2285156250        4.651802465    
    5   141    4.413793103       0.2265625000        4.653217641    
    5   142    4.452173913       0.2246093750        4.654630107    
    5   143    4.491228070       0.2226562500        4.656047604    
    5   144    4.530973451       0.2207031250        4.657477031    
    5   145    4.571428571       0.2187500000        4.658924665    
    5   146    4.612612613       0.2167968750        4.660396342    
    5   147    4.654545455       0.2148437500        4.661897616    
    5   148    4.697247706       0.2128906250        4.663433898    
    5   149    4.740740741       0.2109375000        4.665010573    
    5   150    4.785046729       0.2089843750        4.666633110    
    5   151    4.830188679       0.2070312500        4.668307173    
    5   152    4.876190476       0.2050781250        4.670038716    
    5   153    4.923076923       0.2031250000        4.671834089    
    5   154    4.970873786       0.2011718750        4.673700140    
    5   155    5.019607843       0.1992187500        4.675644316    
    5   156    5.069306931       0.1972656250        4.677674766    
    5   157    5.120000000       0.1953125000        4.679800434    
    5   158    5.171717172       0.1933593750        4.682031132    
    5   159    5.224489796       0.1914062500        4.684377580    
    5   160    5.278350515       0.1894531250        4.686851390    
    5   161    5.333333333       0.1875000000        4.689464940    
    5   162    5.389473684       0.1855468750        4.692231105    
    5   163    5.446808511       0.1835937500        4.695162783    
    5   164    5.505376344       0.1816406250        4.698272138    
    5   165    5.565217391       0.1796875000        4.701569544    
    5   166    5.626373626       0.1777343750        4.705062226    
    5   167    5.688888889       0.1757812500        4.708752734    
    5   168    5.752808989       0.1738281250        4.712637508    
    5   169    5.818181818       0.1718750000        4.716705930    
    5   170    5.885057471       0.1699218750        4.720940295    
    5   171    5.953488372       0.1679687500        4.725316992    
    5   172    6.023529412       0.1660156250        4.729808860    
    5   173    6.095238095       0.1640625000        4.734388258    
    5   174    6.168674699       0.1621093750        4.739030154    
    5   175    6.243902439       0.1601562500        4.743714534    
    5   176    6.320987654       0.1582031250        4.748427734    
    5   177    6.400000000       0.1562500000        4.753162666    
    5   178    6.481012658       0.1542968750        4.757918202    
    5   179    6.564102564       0.1523437500        4.762698105    
    5   180    6.649350649       0.1503906250        4.767509830    
    5   181    6.736842105       0.1484375000        4.772363434    
    5   182    6.826666667       0.1464843750        4.777270699    
    5   183    6.918918919       0.1445312500        4.782244497    
    5   184    7.013698630       0.1425781250        4.787298379    
    5   185    7.111111111       0.1406250000        4.792446331    
    5   186    7.211267606       0.1386718750        4.797702668    
    5   187    7.314285714       0.1367187500        4.803082016    
    5   188    7.420289855       0.1347656250        4.808599350    
    5   189    7.529411765       0.1328125000        4.814270064    
    5   190    7.641791045       0.1308593750        4.820110058    
    5   191    7.757575758       0.1289062500        4.826135820    
    5   192    7.876923077       0.1269531250        4.832364494    
    5   193    8.000000000       0.1250000000        4.838813928    
    5   194    8.126984127       0.1230468750        4.845502694    
    5   195    8.258064516       0.1210937500        4.852450064    
    5   196    8.393442623       0.1191406250        4.859675943    
    5   197    8.533333333       0.1171875000        4.867200757    
    5   198    8.677966102       0.1152343750        4.875045270    
    5   199    8.827586207       0.1132812500        4.883230361    
    5   200    8.982456140       0.1113281250        4.891776731    
    5   201    9.142857143       0.1093750000        4.900704581    
    5   202    9.309090909       0.1074218750        4.910033271    
    5   203    9.481481481       0.1054687500        4.919781013    
    5   204    9.660377358       0.1035156250        4.929964659    
    5   205    9.846153846       0.1015625000        4.940599690    
    5   206    10.03921569       0.9960937500E-01    4.951700495    
    5   207    10.24000000       0.9765625000E-01    4.963281085    
    5   208    10.44897959       0.9570312500E-01    4.975356315    
    5   209    10.66666667       0.9375000000E-01    4.987943690    
    5   210    10.89361702       0.9179687500E-01    5.001065708    
    5   211    11.13043478       0.8984375000E-01    5.014752621    
    5   212    11.37777778       0.8789062500E-01    5.029045407    
    5   213    11.63636364       0.8593750000E-01    5.043998673    
    5   214    11.90697674       0.8398437500E-01    5.059683259    
    5   215    12.19047619       0.8203125000E-01    5.076188345    
    5   216    12.48780488       0.8007812500E-01    5.093623013    
    5   217    12.80000000       0.7812500000E-01    5.112117266    
    5   218    13.12820513       0.7617187500E-01    5.131822635    
    5   219    13.47368421       0.7421875000E-01    5.152912500    
    5   220    13.83783784       0.7226562500E-01    5.175582259    
    5   221    14.22222222       0.7031250000E-01    5.200049400    
    5   222    14.62857143       0.6835937500E-01    5.226553392    
    5   223    15.05882353       0.6640625000E-01    5.255355042    
    5   224    15.51515152       0.6445312500E-01    5.286734544    
    5   225    16.00000000       0.6250000000E-01    5.320986772    
    5   226    16.51612903       0.6054687500E-01    5.358411497    
    5   227    17.06666667       0.5859375000E-01    5.399295156    
    5   228    17.65517241       0.5664062500E-01    5.443880237    
    5   229    18.28571429       0.5468750000E-01    5.492319963    
    5   230    18.96296296       0.5273437500E-01    5.544624101    
    5   231    19.69230769       0.5078125000E-01    5.600623126    
    5   232    20.48000000       0.4882812500E-01    5.660013457    
    5   233    21.33333333       0.4687500000E-01    5.722565972    
    5   234    22.26086957       0.4492187500E-01    5.788512122    
    5   235    23.27272727       0.4296875000E-01    5.858955199    
    5   236    24.38095238       0.4101562500E-01    5.936056313    
    5   237    25.60000000       0.3906250000E-01    6.022853213    
    5   238    26.94736842       0.3710937500E-01    6.122790374    
    5   239    28.44444444       0.3515625000E-01    6.239359798    
    5   240    30.11764706       0.3320312500E-01    6.376506288    
    5   241    32.00000000       0.3125000000E-01    6.539761298    
    5   242    34.13333333       0.2929687500E-01    6.736275696    
    5   243    36.57142857       0.2734375000E-01    6.969571919    
    5   244    39.38461538       0.2539062500E-01    7.224378482    
    5   245    42.66666667       0.2343750000E-01    7.467361197    
    5   246    46.54545455       0.2148437500E-01    7.701632630    
    5   247    51.20000000       0.1953125000E-01    7.968382193    
    5   248    56.88888889       0.1757812500E-01    8.310001875    
    5   249    64.00000000       0.1562500000E-01    8.762649174    
    5   250    73.14285714       0.1367187500E-01    9.308808075    
    5   251    85.33333333       0.1171875000E-01    10.01518717    
    5   252    102.4000000       0.9765625000E-02    11.18658767    
    5   253    128.0000000       0.7812500000E-02    12.94815141    
    6     1    2.000000000       0.5000000000        4.538613525    
    6     2    2.007843137       0.4980468750        4.538918364    
    6     3    2.015748031       0.4960937500        4.539205331    
    6     4    2.023715415       0.4941406250        4.539478544    
    6     5    2.031746032       0.4921875000        4.539741267    
    6     6    2.039840637       0.4902343750        4.539996147    
    6     7    2.048000000       0.4882812500        4.540245382    
    6     8    2.056224900       0.4863281250        4.540490843    
    6     9    2.064516129       0.4843750000        4.540734173    
    6    10    2.072874494       0.4824218750        4.540976851    
    6    11    2.081300813       0.4804687500        4.541220260    
    6    12    2.089795918       0.4785156250        4.541465731    
    6    13    2.098360656       0.4765625000        4.541714590    
    6    14    2.106995885       0.4746093750        4.541968205    
    6    15    2.115702479       0.4726562500        4.542228030    
    6    16    2.124481328       0.4707031250        4.542495656    
    6    17    2.133333333       0.4687500000        4.542772868    
    6    18    2.142259414       0.4667968750        4.543061725    
    6    19    2.151260504       0.4648437500        4.543364640    
    6    20    2.160337553       0.4628906250        4.543684506    
    6    21    2.169491525       0.4609375000        4.544024848    
    6    22    2.178723404       0.4589843750        4.544390028    
    6    23    2.188034188       0.4570312500        4.544785531    
    6    24    2.197424893       0.4550781250        4.545218349    
    6    25    2.206896552       0.4531250000        4.545697514    
    6    26    2.216450216       0.4511718750        4.546234824    
    6    27    2.226086957       0.4492187500        4.546845830    
    6    28    2.235807860       0.4472656250        4.547551109    
    6    29    2.245614035       0.4453125000        4.548377765    
    6    30    2.255506608       0.4433593750        4.549360787    
    6    31    2.265486726       0.4414062500        4.550543218    
    6    32    2.275555556       0.4394531250        4.551972877    
    6    33    2.285714286       0.4375000000        4.553692252    
    6    34    2.295964126       0.4355468750        4.555719829    
    6    35    2.306306306       0.4335937500        4.558028608    
    6    36    2.316742081       0.4316406250        4.560536703    
    6    37    2.327272727       0.4296875000        4.563121215    
    6    38    2.337899543       0.4277343750        4.565648696    
    6    39    2.348623853       0.4257812500        4.568005326    
    6    40    2.359447005       0.4238281250        4.570115796    
    6    41    2.370370370       0.4218750000        4.571948508    
    6    42    2.381395349       0.4199218750        4.573509070    
    6    43    2.392523364       0.4179687500        4.574826981    
    6    44    2.403755869       0.4160156250        4.575941834    
    6    45    2.415094340       0.4140625000        4.576893440    
    6    46    2.426540284       0.4121093750        4.577716765    
    6    47    2.438095238       0.4101562500        4.578440382    
    6    48    2.449760766       0.4082031250        4.579086768    
    6    49    2.461538462       0.4062500000        4.579673302    
    6    50    2.473429952       0.4042968750        4.580213357    
    6    51    2.485436893       0.4023437500        4.580717257    
    6    52    2.497560976       0.4003906250        4.581193040    
    6    53    2.509803922       0.3984375000        4.581647042    
    6    54    2.522167488       0.3964843750        4.582084326    
    6    55    2.534653465       0.3945312500        4.582509013    
    6    56    2.547263682       0.3925781250        4.582924521    
    6    57    2.560000000       0.3906250000        4.583333745    
    6    58    2.572864322       0.3886718750        4.583739203    
    6    59    2.585858586       0.3867187500        4.584143141    
    6    60    2.598984772       0.3847656250        4.584547625    
    6    61    2.612244898       0.3828125000        4.584954614    
    6    62    2.625641026       0.3808593750        4.585366030    
    6    63    2.639175258       0.3789062500        4.585783821    
    6    64    2.652849741       0.3769531250        4.586210023    
    6    65    2.666666667       0.3750000000        4.586646831    
    6    66    2.680628272       0.3730468750        4.587096673    
    6    67    2.694736842       0.3710937500        4.587562305    
    6    68    2.708994709       0.3691406250        4.588046925    
    6    69    2.723404255       0.3671875000        4.588554307    
    6    70    2.737967914       0.3652343750        4.589088985    
    6    71    2.752688172       0.3632812500        4.589656483    
    6    72    2.767567568       0.3613281250        4.590263606    
    6    73    2.782608696       0.3593750000        4.590918814    
    6    74    2.797814208       0.3574218750        4.591632688    
    6    75    2.813186813       0.3554687500        4.592418461    
    6    76    2.828729282       0.3535156250        4.593292575    
    6    77    2.844444444       0.3515625000        4.594275078    
    6    78    2.860335196       0.3496093750        4.595389502    
    6    79    2.876404494       0.3476562500        4.596661553    
    6    80    2.892655367       0.3457031250        4.598115690    
    6    81    2.909090909       0.3437500000        4.599768886    
    6    82    2.925714286       0.3417968750        4.601622240    
    6    83    2.942528736       0.3398437500        4.603653594    
    6    84    2.959537572       0.3378906250        4.605815948    
    6    85    2.976744186       0.3359375000        4.608044224    
    6    86    2.994152047       0.3339843750        4.610267846    
    6    87    3.011764706       0.3320312500        4.612423405    
    6    88    3.029585799       0.3300781250        4.614463027    
    6    89    3.047619048       0.3281250000        4.616357345    
    6    90    3.065868263       0.3261718750        4.618094228    
    6    91    3.084337349       0.3242187500        4.619675111    
    6    92    3.103030303       0.3222656250        4.621110553    
    6    93    3.121951220       0.3203125000        4.622416149    
    6    94    3.141104294       0.3183593750        4.623609387    
    6    95    3.160493827       0.3164062500        4.624707577    
    6    96    3.180124224       0.3144531250        4.625726690    
    6    97    3.200000000       0.3125000000        4.626680851    
    6    98    3.220125786       0.3105468750        4.627582247    
    6    99    3.240506329       0.3085937500        4.628441257    
    6   100    3.261146497       0.3066406250        4.629266670    
    6   101    3.282051282       0.3046875000        4.630065943    
    6   102    3.303225806       0.3027343750        4.630845438    
    6   103    3.324675325       0.3007812500        4.631610647    
    6   104    3.346405229       0.2988281250        4.632366374    
    6   105    3.368421053       0.2968750000        4.633116901    
    6   106    3.390728477       0.2949218750        4.633866124    
    6   107    3.413333333       0.2929687500        4.634617676    
    6   108    3.436241611       0.2910156250        4.635375036    
